%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
143454147339,716,143404144287,map,17.502704620361328,-10.232992172241211,0.0,0.0,0.0,-0.15661293268203735,0.9876600503921509
143654159546,717,143604156494,map,17.500186920166016,-10.325918197631836,0.0,0.0,0.0,-0.15729860961437225,0.9875510931015015
143854171753,718,143804168701,map,17.434505462646484,-10.450603485107422,0.0,0.0,0.0,-0.1567871868610382,0.9876323938369751
144004180908,719,144004180908,map,17.39897918701172,-10.558271408081055,0.0,0.0,0.0,-0.15711824595928192,0.9875798225402832
144254196167,720,144204193115,map,17.361629486083984,-10.67184066772461,0.0,0.0,0.0,-0.15720418095588684,0.9875661134719849
144454208374,721,144404205322,map,17.32663345336914,-10.780138969421387,0.0,0.0,0.0,-0.1571662724018097,0.9875721335411072
144654220581,722,144604217529,map,17.290042877197266,-10.887325286865234,0.0,0.0,0.0,-0.1571580320596695,0.9875734448432922
144854232788,723,144804229736,map,17.254501342773438,-10.998197555541992,0.0,0.0,0.0,-0.1572183072566986,0.9875638484954834
145054244995,724,145004241943,map,17.22301483154297,-11.104859352111816,0.0,0.0,0.0,-0.1567871868610382,0.9876323938369751
145204254150,725,145204254150,map,17.197406768798828,-11.203055381774902,0.0,0.0,0.0,-0.12499683350324631,0.9921571612358093
145454269409,726,145404266357,map,17.164390563964844,-11.31228256225586,0.0,0.0,0.0,-0.08337502181529999,0.9965182542800903
145654281616,727,145604278564,map,17.147369384765625,-11.426584243774414,0.0,0.0,0.0,-0.08184509724378586,0.9966450333595276
145854293823,728,145804290771,map,17.12924575805664,-11.539693832397461,0.0,0.0,0.0,-0.0816359892487526,0.9966621994972229
146054306030,729,146004302979,map,17.110645294189453,-11.651922225952148,0.0,0.0,0.0,-0.08168327808380127,0.9966583251953125
146254318237,730,146204315186,map,17.092327117919922,-11.764293670654297,0.0,0.0,0.0,-0.0816371738910675,0.9966621398925781
146454330444,731,146404327393,map,17.074085235595703,-11.877286911010742,0.0,0.0,0.0,-0.08167020976543427,0.9966593980789185
146654342651,732,146604339600,map,17.05606460571289,-11.987796783447266,0.0,0.0,0.0,-0.05144866183400154,0.9986756443977356
146854354858,733,146804351807,map,17.046131134033203,-12.097593307495117,0.0,0.0,0.0,-0.0017518113600090146,0.9999984502792358
147054367065,734,147004364014,map,17.047779083251953,-12.211686134338379,0.0,0.0,0.0,0.04670752212405205,0.9989085793495178
147254379272,735,147204376221,map,17.059356689453125,-12.327457427978516,0.0,0.0,0.0,0.055242981761693954,0.9984729290008545
147454391479,736,147404388428,map,17.072452545166016,-12.440491676330566,0.0,0.0,0.0,0.05513184517621994,0.9984790682792664
147654403687,737,147604400635,map,17.086959838867188,-12.555767059326172,0.0,0.0,0.0,0.05506632849574089,0.9984827041625977
147854415894,738,147804412842,map,17.098873138427734,-12.66648006439209,0.0,0.0,0.0,0.08656049519777298,0.9962465763092041
148004425049,739,148004425049,map,17.116947174072266,-12.775583267211914,0.0,0.0,0.0,0.12817567586898804,0.991751492023468
148254440308,740,148204437256,map,17.146991729736328,-12.887569427490234,0.0,0.0,0.0,0.1297801285982132,0.9915428161621094
148404449463,741,148404449463,map,17.175128936767578,-12.996973037719727,0.0,0.0,0.0,0.13008958101272583,0.9915022253990173
148654464722,742,148604461670,map,17.203800201416016,-13.105371475219727,0.0,0.0,0.0,0.16075991094112396,0.9869935512542725
148804473877,743,148804473877,map,17.24156951904297,-13.211942672729492,0.0,0.0,0.0,0.2100122570991516,0.9776987433433533
149054489136,744,149004486084,map,17.290813446044922,-13.316763877868652,0.0,0.0,0.0,0.22865675389766693,0.9735071063041687
149254501343,745,149204498291,map,17.342552185058594,-13.419018745422363,0.0,0.0,0.0,0.22840850055217743,0.973565399646759
149454513550,746,149404510498,map,17.392345428466797,-13.522241592407227,0.0,0.0,0.0,0.22898156940937042,0.9734307527542114
149654525757,747,149604522705,map,17.441455841064453,-13.621237754821777,0.0,0.0,0.0,0.22854070365428925,0.973534345626831
